ID,Entry_Term,DegreeDate,DegreeEarned,DegreeMajor,DegreeGPA,HSGPA,ACTMath,ACTEnglish,Gender,Race,Citizenship,First_Gen,HomeState,EFC,FamilyIncome,FatherEdLevel,MotherEdLevel,PELL,Loan,TOPS,CampHousing,Greek,FirstSemGPA,FirstYearGPA,SecondYearGPA,SixyearCompletion,FirstYrCalcorHigherCompletion,FirstYrStEMRetention,SecondYrSTEMRetention,FirstYrEarnedCreditHours,SecondYrEarnedCreditHours,STEMDegreeCompletion
69761,Fall2013,Spring2017,BA,SOCL  ,2.827,3.32,25,23,1,7,1,1,1,6145,65220,1,2,0,1,1,0,0,2.066,1.838,2.177,1,0,0,0,7,38,0
70386,Fall2013,Fall2017,BSCM,CM    ,2.445,3.52,26,23,1,7,1,0,1,21639,100838,2,4,0,0,1,0,0,2.153,2.166,2.245,1,1,1,1,17,44,1
70573,Fall2013,Spring2017,BS,ACCT  ,3.873,3.94,27,28,0,7,1,1,1,148,36011,2,1,1,0,1,0,0,4.000,3.793,3.850,1,1,0,0,13,44,0
71497,Fall2013,Spring2017,BS,KIN   ,3.619,3.30,23,30,0,7,1,0,1,10167,97516,4,6,0,1,1,0,1,2.933,3.290,3.590,1,0,0,0,16,47,0
73249,Fall2013,,,,,3.27,19,26,0,7,1,0,1,10472,66072,2,4,0,0,1,0,0,3.000,3.000,3.460,0,0,0,0,13,44,0
73464,Fall2013,Spring2020,BS,TAM   ,2.738,3.75,25,34,0,7,1,0,1,99999,88739,4,4,0,0,1,0,0,3.466,2.967,2.509,0,1,1,0,16,40,0
74202,Fall2013,,,,,3.13,20,21,1,2,1,0,1,3055,52618,5,4,1,1,1,0,0,1.400,1.600,     ,0,0,1,0,15,15,0
74706,Fall2013,,,,,3.70,25,22,0,1,1,0,1,0,20462,6,6,1,0,1,0,0,2.200,2.516,2.557,0,0,1,1,16,39,0
75255,Fall2013,Spring2017,BS,CSC   ,3.931,4.00,29,34,0,7,1,1,1,83667,250135,2,2,0,0,1,0,0,4.000,3.933,3.917,1,1,1,1,16,44,1
75512,Fall2013,Spring2018,BSCM,CM    ,2.628,3.18,25,26,1,7,1,1,1,9590,76087,2,2,0,1,1,0,1,2.250,2.500,2.708,1,1,1,1,12,36,1
75666,Fall2013,,,,,2.56,24,32,0,2,1,0,1,4326,48000,1,4,0,0,1,0,0,2.500,2.150,     ,0,1,1,0,3,3,0
75991,Fall2013,Spring2017,BSPETE,PETE  ,3.186,3.53,33,25,1,7,1,0,0,          ,          ,4,4,0,0,0,0,0,3.823,3.631,3.426,1,1,1,1,15,39,1
76740,Fall2013,Spring2017,BS,KIN   ,3.493,4.00,26,29,0,7,1,0,1,99999,281400,4,4,0,0,1,0,1,3.769,3.657,3.514,1,0,0,0,14,41,0
77104,Fall2013,Spring2017,BS,CSC   ,2.764,3.40,22,21,0,2,1,1,1,951,51052,2,1,1,0,1,0,0,3.000,2.548,2.694,1,0,1,1,16,49,1
77568,Fall2013,Spring2017,BSPETE,PETE  ,3.611,    ,34,31,1,7,1,0,0,          ,          ,4,4,0,0,0,0,0,4.000,3.909,3.682,1,1,1,1,20,47,1
78020,Fall2013,Spring2017,BS,KIN   ,3.351,3.98,24,26,1,7,1,0,1,30858,224946,6,6,0,0,1,0,1,3.000,3.290,3.343,1,0,0,0,16,50,0
78596,Fall2013,,,,,3.46,23,21,0,2,1,0,1,5866,80764,1,4,0,1,1,0,0,1.769,2.594,     ,0,0,1,0,6,6,0
78826,Fall2013,,,,,3.38,27,33,1,7,1,0,1,5965,61586,6,6,0,0,1,0,0,0.214,0.740,     ,0,0,1,0,11,11,0
81681,Fall2013,Spring2017,BA,ANTH  ,3.423,3.77,23,27,0,7,1,0,1,99999,336340,4,4,0,0,1,0,1,3.000,2.916,3.269,1,1,1,1,15,45,0
82046,Fall2013,Summer2018,BS,KIN   ,3.203,3.85,26,28,1,7,1,0,1,          ,          ,4,4,0,0,1,0,1,3.533,3.392,3.000,1,0,1,1,13,42,0
82220,Fall2013,,,,,3.82,27,36,0,7,1,0,1,51864,208944,4,5,0,0,1,0,0,3.733,3.607,3.192,0,1,1,1,13,37,0
82847,Fall2013,Fall2020,BS,CSC   ,2.404,3.82,34,33,1,7,1,0,1,34406,139765,6,6,0,0,1,0,0,4.000,3.513,3.397,0,1,1,1,16,47,1
83134,Fall2013,Spring2017,BS,PSYCS ,2.759,4.00,22,24,1,2,1,0,1,18293,106547,4,2,0,0,1,0,0,2.933,2.833,3.020,1,0,1,0,12,37,0
83314,Fall2013,,,,,3.21,26,24,0,7,1,0,1,23206,104917,4,4,0,0,1,0,0,0.500,1.400,     ,0,0,1,0,9,9,0
83326,Fall2013,Spring2017,BS,BCH   ,3.147,3.39,27,26,1,7,1,0,1,43706,167033,4,4,0,0,1,0,0,2.666,2.892,3.103,1,1,1,1,13,43,1
83343,Fall2013,Spring2017,BSCM,CM    ,2.828,3.16,27,28,1,7,1,0,1,27413,127754,5,2,0,0,1,0,0,2.428,2.827,2.966,1,1,1,1,15,45,1
83501,Fall2013,Fall2017,BSEE,EE    ,3.350,3.79,26,24,1,2,1,0,1,0,23459,4,4,1,0,1,0,0,4.000,3.423,3.520,1,1,1,1,14,41,1
83922,Fall2013,,,,,3.28,27,29,1,7,1,0,1,99999,80000,2,4,0,1,1,0,0,0.818,1.043,     ,0,0,1,0,9,9,0
84909,Fall2013,Spring2017,BS,BCH   ,3.795,4.00,24,33,0,7,1,0,1,81036,264647,4,5,0,0,1,0,1,4.000,3.916,3.811,1,1,1,1,15,48,1
85336,Fall2013,,,,,2.61,28,24,1,7,1,0,1,99999,400500,6,6,0,0,1,0,0,     ,     ,0.888,0,0,0,1,0,15,0
85664,Fall2013,Fall2018,BS,MATH  ,3.394,3.49,33,33,1,7,1,0,1,40132,32843,6,6,0,0,1,0,0,3.200,2.884,2.800,1,1,1,0,10,26,1
85736,Fall2013,Spring2017,BS,CSC   ,3.594,3.70,31,29,1,7,1,0,1,29108,127672,4,4,0,0,1,0,0,3.266,3.516,3.550,1,1,1,1,13,42,1
85774,Fall2013,Spring2019,BSME,ME    ,2.994,3.31,26,24,1,7,1,0,1,99999,339049,4,2,0,0,1,0,0,3.400,3.464,3.403,1,1,1,1,13,42,1
85804,Fall2013,,,,,3.84,25,23,1,7,1,0,1,45061,161186,6,6,0,0,1,0,0,2.800,2.806,2.732,0,0,0,0,16,41,0
86512,Fall2013,Spring2018,BA,ANTH  ,3.246,3.31,23,33,1,8,1,0,1,29648,144642,5,4,0,0,1,0,0,2.733,3.333,3.072,1,0,0,0,15,45,0
86519,Fall2013,Fall2017,BSEE,EE    ,2.658,3.32,26,30,1,7,1,0,1,12825,140610,4,4,0,0,1,0,0,2.250,2.423,2.596,1,1,1,1,14,40,1
86839,Fall2013,Summer2019,BS,GBUS  ,2.632,3.59,26,21,0,3,1,1,0,14686,98904,1,2,0,1,1,0,0,1.642,2.222,     ,1,1,1,0,12,12,0
86966,Fall2013,,,,,3.33,20,21,0,2,1,1,1,0,22353,1,2,1,1,1,0,0,2.250,2.428,2.365,0,0,0,0,12,37,0
87097,Fall2013,Fall2017,BA,SOCL  ,2.612,3.58,26,27,0,2,1,0,0,30289,133586,6,4,0,1,1,0,0,2.769,2.888,2.507,1,1,1,1,10,32,0
87769,Fall2013,Spring2017,BS,ADP   ,3.027,3.15,24,22,0,7,1,0,1,30971,123160,2,4,0,0,1,0,0,2.466,2.857,2.854,1,0,1,1,13,44,0
88097,Fall2013,,,,,3.50,19,28,1,7,1,0,1,36632,329500,5,1,0,0,1,0,0,2.538,2.880,3.226,0,0,0,0,12,40,0
88171,Fall2013,,,,,3.40,29,31,1,2,1,1,1,740,25155,6,2,1,1,1,0,0,2.230,2.333,2.244,0,1,1,1,11,36,0
88209,Fall2013,Spring2018,BS,ACCT  ,3.694,3.75,26,30,1,7,1,0,1,4370,57974,4,4,1,1,1,0,0,3.352,3.258,3.543,1,1,1,0,14,40,0
88224,Fall2013,Spring2018,BSCE,CE    ,2.818,3.70,25,34,1,7,1,0,1,240,42346,4,4,1,1,1,0,0,3.214,3.111,2.944,1,1,1,1,13,40,1
89299,Fall2013,Spring2018,BFA,STAR  ,3.561,3.77,28,31,0,6,1,0,1,0,27403,6,6,1,1,1,0,0,3.285,3.241,3.576,1,1,1,0,15,45,0
91786,Fall2013,,,,,3.40,27,32,1,7,1,0,1,24108,174447,4,2,0,0,1,0,1,2.666,2.227,1.666,0,1,1,0,10,17,0
92012,Fall2013,Spring2017,BS,ISDS  ,3.503,3.78,24,23,0,2,1,0,1,7852,77835,6,6,0,1,1,0,0,3.000,3.000,3.214,1,0,0,0,15,42,0
92158,Fall2013,Fall2017,BS,KIN   ,2.538,3.75,21,22,0,2,1,0,1,          ,          ,4,4,0,0,1,0,0,2.800,3.092,2.967,1,0,1,0,15,41,0
92685,Fall2013,Spring2018,BSCHE,CHE   ,3.541,3.95,27,29,1,2,1,0,1,          ,          ,4,4,0,0,1,0,0,4.000,3.896,3.818,1,1,1,0,16,31,1
93344,Fall2013,Spring2017,BSEE,EE    ,3.040,3.77,26,22,1,7,1,0,1,99999,314199,4,1,0,1,1,0,0,3.357,3.176,3.169,1,1,1,1,17,45,1
93367,Fall2013,Fall2017,BS,KIN   ,3.094,3.69,22,23,0,7,1,0,1,14177,77921,4,4,0,0,1,0,1,3.769,3.636,3.290,1,0,0,0,14,43,0
94091,Fall2013,Spring2017,BSEE,EE    ,3.217,3.58,27,30,1,7,1,0,1,42882,267677,1,4,0,0,1,0,1,3.214,3.290,3.265,1,1,1,1,17,52,1
94819,Fall2013,,,,,3.79,26,23,1,7,1,0,1,9950,85000,5,4,0,0,1,0,0,4.000,4.000,     ,0,1,1,0,14,14,0
95597,Fall2013,,,,,3.39,25,34,1,7,1,0,1,41244,170066,2,4,0,1,1,0,0,0.375,1.600,1.530,0,1,1,1,14,24,0
95918,Fall2013,,,,,3.70,22,21,0,7,1,1,1,0,0,0,0,0,0,1,0,0,3.250,3.250,     ,0,0,0,0,0,0,0
96243,Fall2013,Spring2017,BS,PSYCS ,3.682,3.25,23,26,1,3,1,1,1,44,16220,6,2,1,1,1,0,0,3.000,3.240,3.609,1,0,0,0,15,49,0
96361,Fall2013,Spring2017,BS,BIOL  ,3.240,3.62,24,25,0,2,1,0,1,1805,36195,1,4,1,1,1,0,0,3.466,3.185,3.089,1,1,1,1,12,41,1
97120,Fall2013,Spring2017,BS,MBIO  ,3.930,4.00,26,32,0,7,1,1,1,5384,86179,1,1,0,1,1,0,0,4.000,4.000,3.934,1,1,1,1,17,48,1
97480,Fall2013,Fall2019,BS,MKT   ,2.354,2.53,25,33,1,7,1,0,0,          ,          ,5,5,0,0,0,0,0,1.307,1.727,1.485,0,0,1,0,12,19,0
98329,Fall2013,,,,,3.19,24,20,1,2,1,1,0,19558,146949,1,1,0,1,1,0,0,4.000,4.000,     ,0,0,0,0,0,0,0
98369,Fall2013,Summer2018,BSGEOL,GEOLP ,2.113,3.19,25,21,1,7,1,1,0,25948,185194,1,1,0,1,1,0,1,1.214,2.173,2.288,1,0,1,1,12,46,1
99495,Fall2013,Spring2017,BS,ACCT  ,3.862,3.84,28,28,0,7,1,0,1,99999,393876,4,4,0,0,1,0,1,4.000,4.000,4.000,1,0,0,0,16,31,0
99738,Fall2013,,,,,3.10,24,20,1,7,1,0,0,9491,88906,4,4,0,0,0,0,0,2.545,2.578,2.461,0,1,1,1,8,24,0
100039,Fall2013,,,,,3.28,31,21,1,4,0,0,1,          ,          ,4,4,0,0,0,0,0,2.117,2.225,1.746,0,1,1,1,13,36,0
100063,Fall2013,Spring2017,BA,ENGL  ,2.606,3.49,24,29,0,8,1,0,1,13489,85330,6,6,0,1,1,0,0,2.000,2.000,2.489,1,0,0,0,18,42,0
100473,Fall2013,Spring2020,BS,GBUS  ,2.438,2.59,26,29,0,7,1,0,1,42878,196200,4,4,0,0,1,0,0,2.727,3.370,3.163,0,0,1,0,16,46,0
100654,Fall2013,Spring2017,BAMC,MC    ,3.408,3.42,28,35,0,7,1,0,1,14704,91221,2,4,0,1,1,0,0,2.800,3.193,3.263,1,1,0,0,16,57,0
102034,Fall2013,,,,,2.77,30,23,1,0,1,0,1,0,1925,0,4,1,0,1,0,0,     ,     ,     ,0,0,0,0,0,0,0
102222,Fall2013,Spring2018,BS,BIOL  ,3.284,3.26,22,23,0,7,1,0,1,          ,          ,5,2,0,0,0,0,0,3.000,3.214,3.456,1,0,0,0,13,43,1
102469,Fall2013,,,,,3.19,26,21,0,2,1,0,1,10335,117370,6,6,0,1,1,0,0,1.625,2.240,2.428,0,0,0,0,12,44,0
104178,Fall2013,Summer2017,BS,KIN   ,2.701,3.84,21,21,1,2,1,0,1,9576,93042,2,4,0,1,1,0,0,2.800,2.964,3.034,1,0,0,0,10,40,0
104534,Fall2013,,,,,3.18,25,24,0,7,1,1,1,21286,140000,1,1,0,0,1,0,0,0.000,0.000,     ,0,0,0,0,0,0,0
105069,Fall2013,Summer2017,BS,FIN   ,3.178,3.96,32,29,0,7,1,0,1,32857,201500,2,5,0,0,1,0,0,3.571,2.846,3.142,1,1,0,0,13,43,0
105460,Fall2013,,,,,3.25,19,20,0,2,1,1,1,1970,34741,1,0,1,0,1,0,0,0.000,1.111,     ,0,0,0,0,0,0,0
105816,Fall2013,,,,,2.80,22,19,0,6,1,0,1,0,18561,1,4,1,1,1,0,0,2.800,2.272,1.967,0,0,0,0,18,45,0
106012,Fall2013,,,,,3.20,26,27,1,7,1,0,1,69826,175000,6,6,0,0,1,0,0,0.800,1.400,2.000,0,0,0,0,15,33,0
106147,Fall2013,Fall2018,BS,ANMLS ,2.800,3.08,26,33,1,7,1,0,1,10979,146973,4,4,0,1,1,0,0,3.200,2.785,2.730,1,1,1,1,10,34,0
106259,Fall2013,Spring2018,BSEE,EE    ,2.264,3.22,30,25,1,3,1,1,1,0,32481,0,2,1,0,1,0,0,2.538,2.586,2.396,1,1,1,1,16,40,1
106386,Fall2013,,,,,3.45,30,34,1,7,1,0,1,67263,131761,6,6,0,0,1,0,0,2.000,2.000,2.513,0,1,0,1,0,17,0
107149,Fall2013,Spring2017,BS,BIOL  ,3.435,3.97,27,34,0,7,1,0,0,50619,197992,4,4,0,1,1,0,1,3.000,3.290,3.206,1,0,0,1,15,47,1
107918,Fall2013,Summer2018,BS,BIOL  ,2.506,3.36,20,20,0,2,1,0,1,99999,204900,4,4,0,0,1,0,0,2.857,2.895,2.633,1,1,1,1,14,37,1
107976,Fall2013,Spring2017,BS,PSYCS ,3.272,3.95,26,32,0,7,1,0,1,0,5568,4,4,1,0,1,0,0,3.000,3.419,3.311,1,1,1,0,16,46,0
108158,Fall2013,Spring2017,BS,BIOL  ,3.473,3.23,31,27,1,7,1,1,1,2103,38366,0,0,1,0,1,0,0,3.538,2.750,3.250,1,0,1,0,14,43,1
108533,Fall2013,Spring2018,BSCHE,CHE   ,3.022,3.73,28,29,0,7,1,1,1,0,7281,2,2,1,0,1,0,0,3.769,3.441,3.232,1,1,1,0,13,26,1
109003,Fall2013,Fall2017,BS,FIN   ,3.081,3.65,25,30,1,1,1,0,1,7948,90905,4,4,0,1,1,0,1,1.888,2.083,2.666,1,0,0,0,15,48,0
109022,Fall2013,Spring2021,BSME,ME    ,2.280,2.85,25,24,1,7,1,0,1,74764,162642,4,4,0,0,1,0,0,2.818,2.458,2.590,0,1,1,1,13,37,1
109108,Fall2013,,,,,2.78,30,28,1,7,1,0,1,55566,113108,4,4,0,0,1,0,0,0.250,1.700,     ,0,0,1,0,6,6,0
109258,Fall2013,,,,,    ,21,17,1,7,1,0,1,0,2260,4,0,1,0,1,0,0,3.727,2.571,1.741,0,1,1,0,7,7,0
109505,Fall2013,Spring2017,BS,CHEM  ,3.717,3.60,31,31,1,6,1,0,1,31242,147786,5,4,0,0,0,0,0,3.529,3.222,3.490,1,1,1,1,19,19,1
109663,Fall2013,,,,,    ,25,13,1,4,0,0,0,          ,          ,4,4,0,0,0,0,0,3.142,2.583,1.500,0,1,1,1,9,20,0
109795,Fall2013,Spring2017,BSCES,CES   ,4.004,4.00,32,33,0,7,1,0,1,14675,132240,4,4,0,0,1,0,0,4.000,4.000,3.904,1,1,1,0,16,47,0
110957,Fall2013,Spring2017,BS,CHEM  ,3.848,4.00,29,33,1,7,1,0,1,13997,132016,2,4,0,1,1,0,0,4.000,4.000,3.898,1,1,1,1,16,44,1
111092,Fall2013,Spring2017,BS,BIOL  ,3.750,3.94,27,28,1,1,1,0,1,0,22636,1,4,1,0,1,0,0,4.000,4.000,3.687,1,1,1,1,15,47,1
111607,Fall2013,Spring2018,BSEE,EE    ,2.480,3.87,22,22,1,1,1,0,1,0,19759,4,1,1,0,1,0,0,3.352,3.214,2.571,1,1,1,1,11,33,1
111978,Fall2013,Spring2017,BSPETE,PETE  ,3.526,3.45,27,26,1,4,0,0,0,          ,          ,4,6,0,0,0,0,0,3.823,3.735,3.625,1,1,1,1,17,55,1
112007,Fall2013,Summer2017,BS,KIN   ,2.594,3.23,27,27,0,2,1,0,1,0,27632,6,4,1,0,1,0,0,1.846,2.400,2.481,1,0,0,0,12,41,0
112719,Fall2013,,,,,2.81,27,22,1,7,1,1,1,26384,122007,1,1,0,0,1,0,0,1.750,2.222,2.588,0,0,0,0,15,42,0
113760,Fall2013,Fall2017,BSCHE,CHE   ,3.248,4.00,30,29,0,1,1,1,1,12717,90433,0,0,0,0,1,0,0,3.214,3.444,3.367,1,1,1,1,14,46,1
113774,Fall2013,,,,,3.83,29,35,0,7,1,0,1,1759,36107,1,4,1,1,1,0,0,3.812,3.676,3.464,0,1,1,1,18,55,0
114085,Fall2013,Spring2018,BS,CSC   ,2.831,2.82,28,30,1,7,1,0,1,99999,401433,5,5,0,0,1,0,0,2.272,2.642,2.500,1,1,1,1,17,41,1
114094,Fall2013,Summer2017,BS,KIN   ,3.104,3.38,19,25,0,2,1,1,1,0,39587,2,2,1,1,1,0,0,3.500,3.413,3.517,1,0,0,0,13,42,0
114518,Fall2013,Fall2017,BS,PSYCS ,2.654,3.44,26,24,1,3,1,0,1,24737,167200,2,4,0,0,1,0,0,3.230,2.892,2.730,1,1,1,1,15,39,0
114640,Fall2013,Spring2019,BSME,ME    ,2.523,3.23,25,21,1,7,1,0,0,          ,          ,6,6,0,0,0,0,0,3.214,2.923,2.875,1,1,1,1,10,19,1
115027,Fall2013,Spring2019,BS,KIN   ,2.636,3.32,21,23,1,1,1,0,1,          ,          ,4,4,0,0,0,0,0,2.800,2.444,2.442,1,0,1,1,12,37,0
115394,Fall2013,,,,,4.00,28,24,0,7,1,1,1,5024,52333,1,2,1,0,1,0,0,3.437,3.178,     ,0,1,1,0,12,12,0
115505,Fall2013,Spring2017,BSCE,CE    ,3.267,3.70,32,22,1,7,1,0,1,36228,152811,4,4,0,0,1,0,1,3.400,3.466,3.396,1,1,1,1,15,48,1
116388,Fall2013,Spring2017,BA,POLI  ,3.366,3.45,21,23,0,2,1,1,1,0,94,1,2,1,1,1,0,0,2.437,2.896,3.050,1,0,0,0,16,46,0
116452,Fall2013,Spring2017,BSCHE,CHE   ,3.817,3.85,33,33,1,7,1,0,0,          ,          ,5,4,0,0,0,0,0,4.000,3.925,3.917,1,1,1,1,15,48,1
116949,Fall2013,Spring2017,BA,COMD  ,3.777,4.00,22,25,0,3,1,0,1,5478,49275,4,4,0,0,1,0,1,3.461,3.360,3.540,1,0,0,0,12,37,0
118741,Fall2013,Spring2017,BS,SPADM ,2.948,3.74,23,21,1,7,1,0,1,4,9272,4,4,1,0,1,0,0,3.000,2.875,2.764,1,0,0,0,10,37,0
119301,Fall2013,Spring2017,BS,KIN   ,3.630,3.94,27,32,0,7,1,0,1,53165,191293,4,4,0,0,1,0,0,3.769,3.793,3.898,1,0,0,0,17,48,0
119362,Fall2013,,,,,3.86,20,24,0,2,1,0,1,0,19886,6,6,1,0,1,0,0,3.600,3.444,2.568,0,0,1,0,12,35,0
119395,Fall2013,Spring2017,BSPETE,PETE  ,3.249,3.65,26,30,1,7,1,0,1,26359,128366,1,4,0,1,1,0,0,3.687,3.666,3.217,1,1,1,1,14,41,1
119622,Fall2013,Spring2020,BS,ENSYS ,2.397,3.43,26,23,1,3,1,0,1,6973,67804,4,4,0,1,1,0,0,2.272,2.346,2.050,0,1,1,1,9,38,0
119741,Fall2013,Spring2017,BS,ADP   ,     ,4.00,29,34,0,7,1,0,0,          ,          ,4,4,0,0,0,0,0,3.666,3.901,3.779,1,1,0,0,18,53,0
119847,Fall2013,,,,,    ,30,32,1,6,1,0,1,99999,255357,5,1,0,1,1,0,0,0.562,0.794,     ,0,0,0,0,6,6,0
119876,Fall2013,,,,,3.00,26,31,0,7,1,0,1,11189,69075,6,6,0,0,1,0,0,3.000,3.000,1.970,0,1,0,1,0,17,0
119970,Fall2013,,,,,3.16,24,18,1,1,1,1,1,2711,43654,0,0,0,0,1,0,0,2.000,1.566,1.903,0,0,1,0,13,35,0
120566,Fall2013,,,,,3.57,23,21,0,2,1,0,1,26,23330,6,2,1,1,1,0,0,2.363,2.320,1.846,0,0,1,1,8,23,0
120849,Fall2013,,,,,3.35,24,28,1,6,1,0,1,0,37624,2,4,1,0,1,0,0,2.545,2.633,2.400,0,1,1,1,13,33,0
121088,Fall2013,Spring2018,BSME,ME    ,3.811,3.79,26,25,1,7,1,1,1,45897,124000,2,2,0,0,1,0,0,4.000,4.000,3.745,1,1,1,1,14,40,1
121128,Fall2013,,,,,3.39,25,25,0,2,1,0,1,5353,40600,5,4,0,0,1,0,0,2.600,2.233,2.375,0,1,1,0,15,35,0
121418,Fall2013,,,,,3.52,24,21,1,2,1,1,1,0,2550,2,2,1,1,1,0,0,2.000,2.107,1.725,0,1,1,0,14,25,0
121684,Fall2013,,,,,3.55,23,28,1,7,1,0,1,45637,186381,4,4,0,0,1,0,0,1.285,2.045,     ,0,0,0,0,6,6,0
122058,Fall2013,,,,,3.49,25,23,1,2,1,0,0,58668,275175,5,4,0,1,1,0,0,3.142,2.800,2.823,0,1,1,0,16,20,0
122379,Fall2013,Spring2018,BSIE,IE    ,3.129,4.00,32,35,0,7,1,1,1,          ,          ,1,1,0,0,1,0,0,2.733,2.545,2.818,1,1,1,1,12,38,1
122387,Fall2013,Spring2017,BS,BIOL  ,3.940,3.68,29,28,1,7,1,0,1,28944,128745,5,4,0,0,1,0,0,4.000,4.000,3.949,1,1,1,1,13,43,1
123039,Fall2013,Spring2017,BA,ENGL  ,2.864,3.75,26,29,0,7,1,0,1,54301,194997,4,1,0,0,1,0,0,3.266,2.000,2.796,1,1,1,0,4,36,0
123872,Fall2013,Fall2017,BS,BIOL  ,3.286,3.93,28,31,0,7,1,0,1,35847,162120,2,4,0,0,1,0,0,4.000,3.777,3.436,1,1,1,1,12,43,1
123931,Fall2013,Spring2017,BS,BIOL  ,4.020,3.91,33,34,0,7,1,0,1,14108,75097,4,4,0,0,1,0,1,3.785,4.000,4.000,1,0,1,1,15,48,1
124049,Fall2013,Fall2017,BSCM,CM    ,3.011,3.71,27,22,1,7,1,0,1,29775,133027,5,4,0,0,1,0,0,3.214,3.342,2.907,1,1,1,1,15,45,1
124149,Fall2013,Spring2017,BSPETE,PETE  ,2.680,3.44,30,28,0,7,1,1,0,0,12072,0,1,1,1,1,0,0,2.857,3.151,2.937,1,1,0,1,19,47,1
124284,Fall2013,Spring2018,BS,CSC   ,3.805,3.28,29,26,1,1,0,1,1,4746,56041,0,1,1,1,1,0,0,3.812,3.793,3.796,1,1,1,1,13,43,1
124386,Fall2013,Spring2022,BA,ECONA ,2.552,3.46,22,23,1,7,1,0,1,18727,101182,6,6,0,1,1,0,0,2.615,1.517,1.375,0,0,1,0,7,15,0
124909,Fall2013,Spring2017,BS,BIOL  ,3.458,4.00,28,32,0,7,1,0,1,99999,369141,4,4,0,0,1,0,1,3.533,3.571,3.641,1,0,1,1,14,46,1
125098,Fall2013,Spring2017,BS,PSYCS ,3.082,3.52,24,23,0,7,1,0,1,8610,0,4,1,0,0,1,0,1,2.666,2.717,2.797,1,1,0,0,12,42,0
125267,Fall2013,,,,,3.15,25,28,1,7,1,0,1,14887,126700,6,6,0,0,1,0,0,0.750,0.600,0.333,0,0,0,0,2,2,0
125821,Fall2013,Spring2019,BS,KIN   ,2.728,3.74,23,21,0,2,1,0,1,99999,303524,5,2,0,0,1,0,0,2.200,2.193,2.750,1,0,1,0,13,47,0
126080,Fall2013,,,,,    ,22,25,0,7,1,0,1,44691,176610,4,4,0,0,1,0,1,3.250,3.348,3.485,0,0,0,0,16,41,0
126395,Fall2013,,,,,3.41,24,26,0,2,1,0,1,50514,245050,2,5,0,0,1,0,0,2.200,2.333,     ,0,0,1,0,12,12,0
127359,Fall2013,Spring2018,BSCE,CE    ,3.122,3.47,27,29,0,7,1,0,1,55273,173078,4,2,0,0,1,0,0,2.916,2.320,2.720,1,1,1,1,13,38,1
127497,Fall2013,Fall2017,BS,KIN   ,3.262,3.77,23,22,0,7,1,1,1,21067,111494,2,1,0,0,1,0,1,3.750,3.678,3.379,1,0,0,0,16,48,0
127540,Fall2013,Fall2017,BSEE,EE    ,3.147,3.66,25,20,1,7,1,1,1,0,7657,1,1,1,0,1,0,0,3.400,3.310,3.409,1,1,1,1,16,48,1
128279,Fall2013,Spring2017,BA,POLI  ,3.241,3.34,26,25,1,7,1,0,1,99999,900000,4,4,0,0,1,0,1,2.166,1.833,2.781,1,1,1,0,9,40,0
129559,Fall2013,,,,,3.10,26,28,1,7,1,1,1,17474,48086,2,1,0,0,1,0,0,3.375,3.541,3.780,0,0,0,0,16,42,0
130857,Fall2013,Spring2018,BFA,STAR  ,3.359,3.62,26,27,0,7,1,0,0,42989,71127,1,4,0,1,1,0,0,3.066,2.391,2.957,1,1,0,0,4,28,0
131116,Fall2013,,,,,3.68,27,29,0,7,1,0,1,12676,81899,1,4,0,1,1,0,0,3.133,2.458,2.166,0,1,1,0,0,3,0
131822,Fall2013,,,,,3.32,26,28,0,7,1,0,1,10976,95725,6,6,0,1,1,0,0,2.000,2.500,1.755,0,1,1,1,15,31,0
132106,Fall2013,Fall2018,BSCM,CM    ,2.625,2.93,26,26,1,7,1,0,0,          ,          ,4,4,0,0,0,0,1,2.750,2.545,2.698,1,1,1,1,15,35,1
134680,Fall2013,Fall2019,BSCM,CM    ,3.125,3.75,26,24,1,7,1,0,1,22372,109729,4,4,0,0,1,0,1,3.692,3.692,     ,0,1,0,0,0,0,1
134924,Fall2013,,,,,3.43,30,29,1,1,1,1,1,1897,61031,1,1,0,0,1,0,0,2.100,2.625,     ,0,1,1,0,14,14,0
135915,Fall2013,Spring2017,BSCM,CM    ,2.907,3.62,28,29,1,7,1,0,1,13146,126832,2,4,0,0,1,0,0,1.692,2.720,2.763,1,1,1,1,14,44,1
136166,Fall2013,,,,,3.38,21,22,0,7,1,1,1,19544,86986,0,2,0,0,1,0,0,2.750,2.875,     ,0,0,0,0,12,12,0
137206,Fall2013,Spring2017,BSBE,BE    ,3.097,3.69,28,34,1,7,1,0,1,60387,201100,4,4,0,0,1,0,0,3.066,3.378,3.265,1,1,1,1,16,40,1
138162,Fall2013,Fall2017,BS,BIOL  ,2.530,3.26,22,21,1,2,1,0,1,27713,126337,4,4,0,1,1,0,0,3.000,2.870,2.762,1,0,1,1,16,41,1
138529,Fall2013,Spring2018,BA,SOCL  ,2.380,3.26,19,19,1,2,1,0,1,7532,86572,4,4,0,1,1,0,0,2.750,2.500,2.442,1,0,0,0,12,38,0
138772,Fall2013,,,,,2.66,28,35,1,7,1,0,1,          ,          ,6,6,0,0,0,0,0,0.555,0.400,     ,0,0,1,0,3,3,0
