ID,Entry_Term,DegreeDate,DegreeEarned,DegreeMajor,DegreeGPA,HSGPA,ACTMath,ACTEnglish,Gender,Race,Citizenship,First_Gen,HomeState,EFC,FamilyIncome,FatherEdLevel,MotherEdLevel,PELL,Loan,TOPS,CampHousing,Greek,FirstSemGPA,FirstYearGPA,SecondYearGPA,SixyearCompletion,FirstYrCalcorHigherCompletion,FirstYrStEMRetention,SecondYrSTEMRetention,FirstYrEarnedCreditHours,SecondYrEarnedCreditHours,STEMDegreeCompletion
611002,Fall2016,Spring2020,BA,ENGL  ,2.329,3.61,24,33,0,7,1,0,1,10264,53582,2,4,0,0,1,0,1,1.500,1.821,1.990,1,0,0,0,28,62,0
611292,Fall2016,,,,,2.85,27,31,0,7,1,0,0,29459,150190,4,4,0,1,1,0,1,1.950,2.737,2.429,0,1,1,1,27,53,0
611719,Fall2016,Spring2020,BS,CSC   ,3.532,3.86,24,26,1,1,1,1,1,8401,80000,1,2,0,0,1,0,0,3.800,3.393,3.404,1,1,1,1,31,64,1
612506,Fall2016,,,,,3.38,24,20,1,3,1,0,1,38231,135925,5,5,0,0,0,0,0,1.350,1.350,     ,0,0,0,0,5,5,0
613662,Fall2016,Spring2020,BS,BIOL  ,4.091,3.92,27,31,0,7,1,0,1,215806,699828,5,4,0,0,1,0,1,3.906,4.027,3.991,1,1,1,1,33,65,1
613771,Fall2016,Spring2020,BSEE,EE    ,2.823,3.85,26,24,1,7,1,0,0,63015,224755,5,4,0,1,1,0,0,2.685,2.776,2.644,1,1,1,1,28,57,1
613814,Fall2016,,,,,3.48,24,27,0,7,1,1,1,13952,132844,0,0,0,1,1,0,0,0.000,1.166,     ,0,0,0,0,0,0,0
614358,Fall2016,,,,,3.61,24,19,1,7,1,1,1,          ,          ,1,2,0,0,1,0,0,2.450,2.618,2.645,0,0,0,0,27,54,0
614991,Fall2016,Spring2020,BS,MGT   ,3.631,3.87,27,34,0,7,1,0,1,39132,159958,4,1,0,0,1,0,1,2.615,3.100,3.389,1,1,0,0,28,56,0
615298,Fall2016,,,,,4.00,33,33,0,1,1,0,0,38780,132964,4,5,0,0,0,0,0,4.194,4.181,     ,0,1,1,0,33,33,0
615634,Fall2016,Spring2021,BS,MGT   ,3.128,3.32,30,26,1,7,1,0,1,34845,191253,2,4,0,0,1,0,0,2.935,3.144,3.021,1,1,0,0,29,56,0
615711,Fall2016,Spring2020,BS,BIOL  ,3.847,4.00,29,35,0,7,1,0,1,25730,113044,1,5,0,0,1,0,0,3.940,4.026,3.940,1,1,1,1,31,62,1
616160,Fall2016,Fall2020,BSCHE,CHE   ,2.865,3.35,28,29,1,2,1,0,1,19825,162705,4,4,0,0,1,0,0,2.421,2.586,2.511,1,1,1,1,27,54,1
616462,Fall2016,Spring2020,BS,BIOL  ,3.952,3.97,32,36,1,7,1,0,1,8510,122037,4,4,0,1,1,0,0,3.980,4.038,3.843,1,1,1,1,31,61,1
617296,Fall2016,Spring2021,BSME,ME    ,2.964,3.39,25,32,1,7,1,0,1,45148,154512,4,4,0,0,1,0,0,4.042,3.870,2.798,1,1,1,1,27,62,1
617326,Fall2016,,,,,2.88,23,22,1,7,1,1,1,5743,80287,1,0,0,0,1,0,0,1.391,1.409,     ,0,0,1,0,16,16,0
617385,Fall2016,,,,,3.06,23,25,1,7,1,0,1,40636,170688,4,2,0,0,1,0,0,0.473,0.929,1.036,0,0,0,0,20,29,0
617699,Fall2016,,,,,3.61,22,20,1,7,1,0,0,68253,237585,4,4,0,1,1,0,0,3.575,3.426,3.030,0,0,1,1,26,60,0
617976,Fall2016,Fall2020,BS,BIOL  ,3.052,3.68,29,23,0,2,1,0,1,0,27856,4,2,1,0,1,0,0,2.194,2.327,2.674,1,1,1,1,27,55,1
618014,Fall2016,,,,,3.58,29,34,1,7,1,1,0,0,4542,6,0,1,1,1,0,0,0.788,0.788,     ,0,0,0,0,14,14,0
619501,Fall2016,,,,,3.32,27,30,1,7,1,0,0,128564,251237,4,4,0,0,0,0,0,2.542,2.542,2.255,0,1,0,1,14,50,0
619543,Fall2016,,,,,4.00,23,25,1,7,1,0,1,3517,54503,2,4,1,1,1,0,0,2.546,2.150,1.974,0,0,1,0,22,42,0
619813,Fall2016,Fall2021,BS,BIOL  ,2.496,3.42,31,27,1,3,1,0,1,9721,129000,6,6,0,0,1,0,0,1.568,2.882,2.930,1,1,1,1,30,68,1
620398,Fall2016,Spring2020,BS,CSC   ,2.847,3.45,24,27,1,3,1,0,1,7956,123294,4,2,0,1,1,0,0,2.900,2.858,2.910,1,1,1,1,29,60,1
621186,Fall2016,Spring2020,BS,BIOL  ,2.673,3.90,28,32,0,7,1,0,1,9651,82018,6,6,0,1,1,0,1,3.056,3.321,3.119,1,0,1,1,29,53,1
621210,Fall2016,,,,,3.30,21,25,0,2,1,0,1,0,28650,6,6,1,1,1,0,0,3.127,2.315,2.115,0,0,0,0,26,51,0
621642,Fall2016,Spring2020,BSEE,EE    ,3.461,2.92,28,24,1,7,1,1,1,27807,215949,1,1,0,0,1,0,0,3.492,3.215,3.322,1,1,1,1,30,61,1
621833,Fall2016,,,,,3.04,26,30,1,7,1,0,1,19190,114325,5,4,0,1,1,0,0,1.918,2.291,2.168,0,0,0,0,21,48,0
621943,Fall2016,,,,,3.74,21,19,0,7,1,1,1,162968,231086,2,2,0,0,1,0,0,3.350,2.955,2.562,0,0,1,0,20,35,0
621993,Fall2016,Spring2021,BSCHE,CHE   ,3.518,3.84,35,35,1,1,1,0,1,39473,111549,4,4,0,0,1,0,0,3.907,3.848,3.658,1,1,1,1,29,61,1
622760,Fall2016,,,,,3.38,23,19,1,7,1,0,1,62252,146041,4,5,0,0,1,0,0,0.514,1.340,     ,0,0,1,0,15,15,0
623076,Fall2016,Spring2020,BSBE,BE    ,4.088,4.00,36,33,1,7,1,0,1,34177,213889,5,4,0,0,1,0,0,4.233,4.150,4.116,1,1,1,1,34,67,1
624469,Fall2016,,,,,2.92,21,22,1,7,1,0,1,123618,109640,4,5,0,0,1,0,0,2.225,2.120,2.068,0,0,1,0,18,24,0
624486,Fall2016,,,,,3.69,27,31,0,7,1,1,1,41622,282244,2,2,0,0,1,0,0,2.986,3.503,3.720,0,0,0,0,33,63,0
624486,Fall2016,Spring2020,BSEE,EE    ,3.889,4.00,34,33,1,7,1,0,1,18198,165315,5,4,0,1,1,0,0,4.069,4.058,4.019,1,1,1,1,31,59,1
624509,Fall2016,,,,,2.92,21,19,1,2,1,1,1,0,20848,1,1,1,0,1,0,0,0.000,0.000,     ,0,0,1,0,0,0,0
625358,Fall2016,,,,,3.74,19,22,0,7,1,0,1,97716,204308,2,4,0,0,1,0,0,3.046,2.991,2.601,0,0,1,0,25,47,0
626314,Fall2016,Fall2021,BS,CSC   ,3.082,3.71,28,31,1,7,1,0,1,26754,88364,4,4,0,0,1,0,0,3.242,3.434,3.014,1,1,1,1,29,56,1
626602,Fall2016,,,,,3.79,26,25,0,7,1,0,1,112325,421945,5,4,0,0,1,0,0,3.486,3.496,3.258,0,1,1,1,30,43,0
627024,Fall2016,,,,,3.84,28,30,0,7,1,0,1,27211,204846,6,6,0,0,1,0,1,1.557,1.627,1.568,0,0,0,0,26,38,0
627297,Fall2016,Fall2020,BS,BIOL  ,2.800,2.66,29,31,1,8,1,0,1,6574,41704,5,1,0,0,1,0,0,1.090,1.900,2.516,1,1,1,1,25,53,1
627737,Fall2016,Spring2021,BAMC,MC    ,3.031,3.76,23,26,0,7,1,0,1,155956,559504,4,4,0,0,1,0,1,3.075,2.362,2.400,1,0,0,0,18,46,0
627972,Fall2016,Spring2020,BS,BIOL  ,3.322,3.84,23,25,1,1,1,0,1,7052,70000,6,1,0,1,1,0,0,2.980,3.425,3.470,1,1,1,1,30,68,1
629000,Fall2016,Spring2020,BSME,ME    ,3.616,4.00,35,34,0,7,1,0,0,53261,144353,4,4,0,0,0,0,0,3.860,3.916,3.818,1,1,1,1,30,48,1
629398,Fall2016,Summer2020,BA,ENGL  ,3.118,3.53,22,25,0,7,1,0,1,20190,109172,5,4,0,1,1,0,1,3.050,3.260,3.301,1,1,1,1,25,48,0
629610,Fall2016,,,,,3.49,22,18,1,3,1,1,1,2142,59686,0,1,1,0,1,0,0,3.017,2.793,2.178,0,1,1,1,30,54,0
629774,Fall2016,Spring2020,BSCE,CE    ,3.275,    ,26,19,0,3,1,0,0,          ,          ,4,5,0,0,0,0,0,3.280,3.080,3.163,1,1,1,1,26,57,1
629867,Fall2016,Spring2020,BSCM,CM    ,3.526,3.88,21,23,1,7,1,0,1,48391,250600,5,5,0,0,1,0,1,3.400,3.641,3.459,1,1,1,1,24,59,1
630538,Fall2016,,,,,3.27,24,21,1,7,1,0,1,19471,102000,4,2,0,0,1,0,0,1.435,1.810,     ,0,0,0,0,21,21,0
630609,Fall2016,Spring2020,BA,POLI  ,3.339,3.35,22,31,0,3,1,0,1,0,11566,6,6,1,0,1,0,0,3.575,2.972,3.187,1,0,1,0,25,49,0
630878,Fall2016,,,,,3.46,22,21,0,7,1,0,1,0,38572,4,4,1,0,1,0,0,     ,     ,     ,0,0,0,0,0,0,0
631297,Fall2016,Spring2020,BA,POLI  ,3.366,3.35,24,26,1,7,1,0,1,157327,400000,5,5,0,0,1,0,0,3.530,3.344,3.074,1,0,1,1,23,59,0
631620,Fall2016,Spring2020,BSCE,CE    ,3.706,3.89,27,28,1,7,1,0,0,          ,          ,4,5,0,0,0,0,1,3.846,3.989,3.801,1,1,1,1,29,61,1
631745,Fall2016,Spring2020,BS,CSC   ,3.228,3.61,25,21,1,1,1,1,1,0,31602,2,2,1,0,1,0,0,3.360,3.429,3.306,1,1,1,1,27,60,1
632407,Fall2016,,,,,3.52,26,31,0,7,1,0,1,46027,283785,4,4,0,0,1,0,1,1.992,2.755,2.704,0,0,0,0,21,31,0
633180,Fall2016,,,,,3.14,26,29,0,7,1,0,0,125331,358435,4,4,0,0,0,0,1,2.820,2.820,     ,0,0,0,0,10,10,0
633289,Fall2016,Fall2020,BS,ITF   ,2.829,3.47,29,30,1,7,1,0,1,22599,163374,4,4,0,1,1,0,0,1.325,3.000,2.860,1,0,1,0,21,51,0
633360,Fall2016,Fall2020,BA,POLI  ,3.461,4.00,27,28,0,1,1,1,1,19068,144000,2,0,0,0,1,0,0,3.500,3.082,2.833,1,1,1,1,29,51,0
634520,Fall2016,,,,,3.45,28,23,0,7,1,1,1,22483,105116,2,2,0,1,1,0,0,     ,     ,     ,0,0,0,0,0,0,0
634940,Fall2016,Spring2020,BSME,ME    ,3.239,3.94,28,27,1,7,1,0,1,21242,115831,2,4,0,1,1,0,1,3.818,3.937,3.433,1,1,1,1,33,62,1
634986,Fall2016,,,,,3.64,24,30,0,7,1,0,1,152980,320980,4,5,0,0,1,0,0,3.080,3.131,     ,0,0,1,0,24,24,0
636243,Fall2016,,,,,3.70,24,31,1,7,1,1,1,48308,132474,2,2,0,1,1,0,0,2.264,2.346,2.055,0,1,1,1,30,49,0
636305,Fall2016,,,,,3.43,27,35,1,7,1,0,1,          ,          ,4,4,0,0,1,0,0,2.962,2.778,2.549,0,1,1,1,33,57,0
636366,Fall2016,Spring2020,BS,BIOL  ,3.392,4.00,33,32,1,7,1,0,1,32782,198987,4,2,0,0,1,0,0,3.780,3.754,3.392,1,1,1,1,31,59,1
636688,Fall2016,Spring2020,BS,BIOL  ,3.560,3.73,25,27,0,7,1,0,1,137293,735783,5,5,0,0,1,0,1,3.566,3.654,3.598,1,1,1,1,31,64,1
636720,Fall2016,Summer2021,BA,CMST  ,3.534,3.90,21,22,0,7,1,0,1,6463,78688,2,5,0,0,1,0,0,3.600,3.647,3.486,1,0,1,1,31,57,0
636974,Fall2016,Spring2021,BA,ECONA ,2.141,3.39,19,22,0,3,1,0,1,8105,78000,6,6,0,1,1,0,0,1.620,1.630,1.558,1,0,1,0,27,39,0
637056,Fall2016,,,,,3.28,21,19,0,7,1,0,0,22422,105900,4,4,0,1,1,0,1,1.750,2.144,     ,0,0,0,0,24,24,0
637609,Fall2016,Spring2020,BS,BIOL  ,3.805,4.00,26,25,0,7,1,0,1,50718,200284,4,4,0,1,1,0,1,3.660,3.814,3.687,1,1,1,1,30,61,1
637751,Fall2016,,,,,3.42,22,22,1,7,1,0,1,82450,242739,1,4,0,0,1,0,0,2.080,1.600,1.786,0,0,0,0,24,42,0
638286,Fall2016,Spring2020,BSBE,BE    ,3.929,3.96,28,33,0,7,1,0,1,47455,171044,5,4,0,0,1,0,1,4.194,3.878,3.817,1,1,1,1,33,67,1
638555,Fall2016,Spring2020,BSCM,CM    ,2.811,3.00,19,21,1,7,1,0,1,37255,169094,4,4,0,0,1,0,1,3.260,2.672,2.653,1,1,1,1,29,56,1
639019,Fall2016,,,,,3.19,20,27,0,7,1,0,1,          ,          ,4,5,0,0,1,0,0,0.000,0.000,0.195,0,0,0,0,0,3,0
639604,Fall2016,Fall2021,BIS,IS    ,2.290,3.80,25,34,0,7,1,0,1,0,5383,6,6,1,0,1,0,1,1.700,2.540,2.045,1,0,0,0,20,55,0
639890,Fall2016,,,,,3.71,27,26,1,7,1,0,1,3763,52604,1,5,1,1,1,0,0,2.272,2.445,     ,0,1,1,0,25,25,0
641354,Fall2016,Spring2020,BSCM,CM    ,3.852,3.80,32,33,0,7,1,0,1,204142,553445,5,5,0,0,1,0,1,3.740,3.930,3.725,1,0,1,1,30,60,1
641670,Fall2016,,,,,3.53,31,28,1,7,1,0,1,          ,          ,6,6,0,0,0,0,0,3.207,3.100,2.440,0,1,1,1,30,48,0
641786,Fall2016,Spring2020,BS,BIOL  ,3.603,3.78,29,26,0,3,1,0,1,19079,53089,4,1,0,0,1,0,1,3.073,3.312,3.442,1,1,1,1,32,64,1
641959,Fall2016,,,,,3.40,26,24,1,7,1,0,1,10311,69442,6,6,0,0,1,0,1,2.675,2.248,1.420,0,1,1,1,25,31,0
643158,Fall2016,,,,,3.00,23,25,0,2,1,0,1,1089,36837,4,2,1,1,1,0,0,1.642,2.551,2.378,0,0,0,0,26,52,0
643230,Fall2016,Fall2020,BS,AGBU  ,2.510,3.47,29,29,1,8,1,0,0,          ,          ,6,6,0,0,0,0,1,1.060,1.354,2.366,1,0,0,0,19,46,0
643416,Fall2016,,,,,3.81,24,27,1,7,1,0,1,35911,168617,6,6,0,0,1,0,0,2.433,2.714,     ,0,0,0,0,27,27,0
644314,Fall2016,,,,,4.00,25,28,0,7,1,1,1,22449,157693,2,1,0,0,1,0,0,3.250,3.250,     ,0,0,0,0,13,13,0
644870,Fall2016,Fall2020,BS,BIOL  ,3.058,3.70,29,34,1,7,1,0,1,27112,206782,4,4,0,0,1,0,0,2.046,3.400,3.226,1,1,1,1,25,52,1
646114,Fall2016,Fall2020,BS,PHYS  ,3.177,3.33,26,27,0,7,1,0,1,9493,90000,3,2,0,0,1,0,0,3.192,3.104,3.011,1,1,1,1,27,54,1
646523,Fall2016,Fall2020,BS,MGT   ,2.747,3.38,25,33,1,7,1,0,1,11415,161952,5,5,0,1,1,0,0,2.133,3.008,2.736,1,1,1,0,29,64,0
646834,Fall2016,,,,,3.04,22,25,0,7,1,0,1,40040,258191,6,6,0,0,1,0,1,1.446,2.139,2.277,0,0,1,0,28,40,0
647066,Fall2016,,,,,3.00,21,23,0,2,1,0,1,2833,46573,6,6,1,1,1,0,0,0.800,2.406,     ,0,0,0,0,4,4,0
647381,Fall2016,Fall2020,BSCM,CM    ,3.057,3.21,23,20,1,7,1,1,1,41738,164144,1,1,0,1,1,0,0,2.742,2.877,2.921,1,1,1,1,27,57,1
648357,Fall2016,Spring2021,BSEVE,EVEG  ,2.923,3.35,23,24,1,7,1,0,1,75802,150415,4,4,0,0,1,0,1,2.800,2.944,2.745,1,1,1,1,25,56,1
648689,Fall2016,Spring2021,BSCHE,CHE   ,3.827,3.89,30,34,1,6,1,1,1,23702,120448,2,1,0,0,1,0,0,4.218,4.200,3.958,1,1,1,1,28,64,1
648937,Fall2016,,,,,3.26,24,25,1,3,1,0,1,1192,38500,6,6,1,0,1,0,0,2.060,2.030,1.707,0,0,0,0,27,39,0
649232,Fall2016,Spring2020,BS,MKT   ,2.708,2.79,23,21,0,7,1,0,1,82323,297246,6,6,0,1,1,0,0,2.133,2.720,2.745,1,0,0,0,21,59,0
650431,Fall2016,Fall2019,BS,BIOL  ,3.764,4.00,32,31,0,7,1,0,0,          ,          ,4,4,0,0,0,0,1,3.520,3.803,3.759,1,1,1,1,31,62,1
650813,Fall2016,Fall2020,BS,PSYCS ,2.804,3.83,28,31,0,6,1,0,1,11199,78049,4,2,0,1,1,0,1,2.562,3.020,2.863,1,0,1,0,32,56,0
650876,Fall2016,Summer2021,BS,AGBU  ,2.268,3.45,19,22,0,2,1,1,0,0,16851,1,1,1,1,1,0,0,1.830,1.830,2.163,1,0,0,0,10,38,0
651158,Fall2016,,,,,3.77,22,19,0,7,1,1,0,53154,197050,0,1,0,0,0,0,1,1.764,2.322,     ,0,0,1,0,22,22,0
651309,Fall2016,,,,,3.32,33,26,1,2,1,0,0,0,33295,6,6,1,1,1,0,0,2.666,2.396,2.330,0,1,1,1,26,40,0
652438,Fall2016,Spring2020,BS,PSYCS ,3.469,4.00,23,28,0,7,1,1,1,19202,149539,1,1,0,1,1,0,0,3.438,3.239,3.246,1,0,0,0,27,57,0
652701,Fall2016,,,,,3.73,24,22,0,2,1,0,1,5507,63837,6,6,0,1,1,0,0,3.000,2.431,     ,0,0,1,0,19,19,0
652941,Fall2016,Spring2020,BS,NREM  ,3.389,4.00,25,35,0,7,1,0,1,0,36977,4,2,1,0,1,0,0,1.941,2.847,3.258,1,0,0,0,22,56,0
653156,Fall2016,Spring2020,BA,ANTH  ,3.216,3.91,25,21,0,3,1,1,1,0,38666,2,2,1,1,1,0,0,3.233,3.285,2.968,1,1,1,0,29,68,0
653302,Fall2016,Spring2021,BSBE,BE    ,2.228,2.88,32,28,1,1,1,0,1,11659,106100,6,6,0,1,1,0,0,3.317,3.144,2.913,1,1,1,1,35,74,1
653647,Fall2016,Spring2020,BS,BIOL  ,3.671,3.98,28,30,0,7,1,0,1,28221,215849,6,6,0,0,1,0,1,3.713,3.778,3.697,1,0,1,1,31,64,1
654030,Fall2016,Spring2020,BS,BIOL  ,4.102,3.88,32,21,1,0,1,0,1,          ,          ,4,1,0,0,0,0,0,4.250,4.255,4.209,1,1,1,1,35,64,1
654197,Fall2016,Summer2019,BS,FIN   ,3.578,3.86,25,24,1,7,1,1,1,999999,2685939,2,2,0,0,1,0,0,3.614,3.705,3.602,1,1,0,0,29,59,0
655077,Fall2016,Spring2021,BSME,ME    ,2.734,    ,22,22,1,7,1,0,1,31653,169133,4,4,0,0,1,0,0,3.050,2.972,2.498,1,0,1,1,28,44,1
655123,Fall2016,,,,,3.09,27,21,0,7,1,1,1,57202,281195,1,1,0,0,1,0,0,2.100,1.826,1.915,0,0,0,0,15,24,0
655189,Fall2016,Spring2020,BS,CSC   ,3.359,3.62,33,35,1,1,0,0,1,17512,141071,5,4,0,0,1,0,0,3.146,3.441,3.306,1,1,1,1,29,56,1
655722,Fall2016,Spring2020,BS,KIN   ,4.014,3.82,30,35,1,1,1,1,1,0,0,1,1,0,0,1,0,1,4.107,3.957,3.850,1,0,0,0,29,56,0
655970,Fall2016,,,,,3.14,24,21,0,7,1,0,1,          ,          ,4,2,0,0,0,0,0,2.464,2.858,2.715,0,1,0,0,28,50,0
656131,Fall2016,Spring2020,BSME,ME    ,2.966,4.00,28,31,0,7,1,1,0,72065,246607,2,2,0,0,0,0,0,4.100,3.678,3.043,1,1,1,1,32,60,1
656198,Fall2016,,,,,3.17,23,25,1,2,1,0,1,47229,182261,4,2,0,1,1,0,0,0.200,0.744,     ,0,0,1,0,6,6,0
656295,Fall2016,,,,,3.71,25,24,0,7,1,0,1,27190,105250,4,4,0,1,1,0,0,1.454,2.287,     ,0,0,0,0,21,21,0
657268,Fall2016,,,,,3.34,26,27,1,7,1,1,1,6005,60694,1,0,0,1,1,0,0,1.125,1.125,     ,0,0,0,0,9,9,0
657774,Fall2016,,,,,3.77,26,33,1,7,1,0,1,12159,118182,4,5,0,0,1,0,0,2.133,3.018,     ,0,0,1,0,26,26,0
658230,Fall2016,,,,,3.90,29,31,1,7,1,0,1,38330,154611,6,6,0,0,1,0,0,3.526,3.525,2.715,0,1,1,0,31,41,0
658435,Fall2016,Spring2021,BSCM,CM    ,3.139,3.54,27,28,1,7,1,0,1,224078,215457,4,5,0,0,1,0,1,3.623,3.376,3.150,1,1,1,1,25,52,1
658502,Fall2016,Spring2020,BSIE,IE    ,3.769,3.92,28,28,0,7,1,0,1,920,42326,6,4,1,0,1,0,0,3.887,3.787,3.792,1,1,1,1,30,49,1
658632,Fall2016,Spring2020,BSCM,CM    ,3.511,3.97,28,31,1,7,1,0,1,20432,163537,5,5,0,0,1,0,0,3.352,3.442,3.405,1,1,1,1,32,62,1
658784,Fall2016,Fall2021,BSCHE,CHE   ,2.789,3.51,26,26,0,7,1,0,1,1381,43478,4,4,1,1,1,0,0,3.146,3.037,2.525,1,1,1,1,28,59,1
659406,Fall2016,Spring2020,BSCE,CE    ,4.043,3.77,34,35,1,7,1,0,1,5435,84730,4,4,0,0,1,0,1,3.900,4.041,4.103,1,1,1,1,29,58,1
660517,Fall2016,Fall2021,BSCHE,CHE   ,2.487,3.06,32,27,1,3,1,0,1,          ,          ,4,1,0,0,0,0,0,3.425,3.412,2.811,1,1,1,1,25,45,1
661356,Fall2016,Spring2020,BS,KIN   ,3.299,3.67,24,26,0,7,1,0,1,71822,244696,5,5,0,0,1,0,0,3.433,3.395,3.288,1,0,0,0,31,63,0
662169,Fall2016,,,,,3.64,23,27,1,7,1,0,1,0,34190,2,6,1,0,1,0,0,3.707,3.403,3.375,0,1,1,1,27,60,0
662196,Fall2016,,,,,3.72,25,29,0,2,1,0,1,8278,86031,6,6,0,1,1,0,0,3.300,3.300,     ,0,0,0,0,13,13,0
662994,Fall2016,,,,,2.75,27,26,1,2,1,0,1,0,3709,4,2,1,1,1,0,0,0.376,0.681,     ,0,0,0,0,7,7,0
663092,Fall2016,Spring2020,BS,BIOL  ,3.181,3.33,32,32,1,7,1,0,1,31586,228545,6,6,0,0,1,1,0,2.850,2.651,3.213,1,1,0,1,29,61,1
663297,Fall2016,Spring2021,BSCE,CE    ,2.292,3.00,28,26,1,7,1,0,1,20684,106321,2,4,0,0,1,0,0,2.086,2.119,1.802,1,1,1,1,29,42,1
663626,Fall2016,Spring2020,BS,BIOL  ,3.758,4.00,24,35,0,7,1,0,1,768506,2357070,4,4,0,0,1,0,1,3.041,3.386,3.636,1,1,1,1,27,58,1
664558,Fall2016,Spring2020,BS,BIOL  ,3.637,3.89,31,35,0,7,1,1,1,34684,128701,2,1,0,0,1,0,0,3.712,3.796,3.493,1,1,1,1,32,61,1
665053,Fall2016,Fall2020,BA,SPAN  ,2.287,3.00,23,23,0,2,1,0,1,1009,42991,4,4,1,1,1,0,0,1.533,1.700,1.598,1,0,1,0,18,33,0
666149,Fall2016,Fall2020,BFA,STAR  ,3.120,3.22,25,35,0,7,1,0,1,26626,196168,4,1,0,0,0,0,0,1.546,2.434,2.767,1,0,0,0,26,53,0
666762,Fall2016,Fall2020,BSCHE,CHE   ,3.055,3.58,27,27,1,7,1,0,1,51155,172410,4,2,0,0,1,0,0,3.814,3.773,3.316,1,1,1,1,27,53,1
666858,Fall2016,,,,,3.48,23,23,1,1,1,1,1,0,42327,1,1,1,0,1,0,0,2.871,2.696,2.532,0,1,1,1,29,63,0
667590,Fall2016,,,,,3.10,32,32,1,1,1,0,1,7548,91349,4,1,0,0,1,0,0,3.214,2.955,1.868,0,1,1,0,30,36,0
668899,Fall2016,Spring2020,BSCM,CM    ,3.311,3.18,24,22,1,7,1,0,1,39893,266165,4,4,0,0,1,0,0,3.435,3.446,3.375,1,1,1,1,32,62,1
669049,Fall2016,Spring2021,BS,GBUS  ,3.016,3.65,21,22,0,7,1,0,1,2171,47341,2,5,0,1,1,0,0,3.075,3.312,3.070,1,0,1,1,24,49,0
669696,Fall2016,Spring2020,BA,ANTH  ,3.037,3.70,20,21,0,7,1,1,1,16985,90912,1,1,0,1,1,0,0,3.260,3.026,2.725,1,0,1,1,31,59,0
670187,Fall2016,Spring2020,BS,FIN   ,4.041,4.00,24,30,0,7,1,0,1,21487,148158,4,4,0,0,1,0,1,4.128,3.989,4.071,1,0,0,0,29,59,0
671083,Fall2016,Fall2019,BSBE,BE    ,4.017,4.00,33,35,0,7,1,0,1,62913,248193,4,4,0,0,1,0,1,3.943,4.026,4.007,1,1,1,1,30,62,1
671511,Fall2016,Spring2020,BSCHE,CHE   ,3.291,3.82,24,20,1,7,1,0,1,33846,146990,4,4,0,1,1,0,0,4.080,4.000,3.604,1,1,1,1,34,68,1
671524,Fall2016,,,,,3.35,20,22,1,3,1,1,1,1559,53960,0,0,1,0,1,0,0,2.325,2.027,2.129,0,0,1,0,21,42,0
671742,Fall2016,Spring2020,BS,CSC   ,3.325,3.69,26,33,1,7,1,0,1,9630,101477,4,4,0,0,1,0,0,3.635,3.412,3.256,1,1,1,1,32,66,1
672007,Fall2016,,,,,3.73,22,20,0,2,1,1,1,0,11220,1,0,1,1,1,0,0,2.120,2.090,     ,0,0,1,0,30,30,0
672428,Fall2016,Spring2020,BSBE,BE    ,3.875,4.00,34,33,1,7,1,0,1,36258,262347,4,1,0,1,1,0,0,3.947,3.838,3.903,1,1,1,1,34,66,1
672680,Fall2016,,,,,3.20,26,26,1,6,1,1,1,10568,110186,2,1,0,1,1,0,0,2.028,2.622,2.397,0,0,1,0,27,60,0
673205,Fall2016,,,,,2.66,28,30,1,7,1,1,1,7913,75832,2,0,0,1,1,0,0,3.528,3.254,3.465,0,1,0,0,31,44,0
673556,Fall2016,Spring2020,BSCM,CM    ,3.470,3.49,29,31,1,7,1,0,1,60335,448946,4,4,0,0,1,0,1,2.707,2.924,3.270,1,1,1,1,27,57,1
674315,Fall2016,,,,,3.14,20,25,0,3,1,0,1,11,37098,6,4,1,1,1,0,0,0.880,0.458,     ,0,0,0,0,10,10,0
675480,Fall2016,Spring2020,BSCM,CM    ,2.375,3.20,25,21,1,7,1,0,0,79518,211510,2,4,0,0,0,0,0,1.866,2.403,2.319,1,1,1,1,26,56,1
675522,Fall2016,Spring2020,BS,BIOL  ,3.159,4.00,21,21,0,2,1,0,0,16185,90000,5,5,0,0,0,0,0,3.350,3.457,3.444,1,0,1,1,28,55,1
676050,Fall2016,,,,,4.00,30,33,1,7,1,0,1,11359,193279,2,4,0,0,1,0,0,3.650,3.887,3.384,0,1,1,1,30,48,0
676318,Fall2016,,,,,3.13,24,30,1,7,1,0,1,          ,          ,2,5,0,0,1,0,0,0.000,0.960,     ,0,0,0,0,0,0,0
677396,Fall2016,Spring2020,BS,CSC   ,3.124,3.25,31,23,1,7,1,0,1,2905,56927,6,4,1,1,1,0,0,2.892,2.954,2.944,1,1,1,1,30,60,1
677723,Fall2016,,,,,2.89,21,23,0,7,1,0,0,39092,174906,4,4,0,1,1,0,0,2.250,1.977,     ,0,0,0,0,27,27,0
677954,Fall2016,Fall2020,BS,KIN   ,2.934,3.91,20,21,1,2,1,0,1,13472,70496,6,1,0,0,1,0,0,2.187,2.636,2.653,1,0,0,0,31,68,0
679064,Fall2016,,,,,3.04,23,24,1,7,1,0,1,70560,400000,6,6,0,1,1,0,1,0.000,0.790,2.255,0,0,1,1,13,47,0
679077,Fall2016,,,,,3.56,26,29,1,7,1,1,1,2250,50047,1,2,1,0,1,0,0,2.680,2.006,     ,0,0,0,0,27,27,0
679284,Fall2016,Spring2021,BSCE,CE    ,2.579,3.23,25,25,1,7,1,1,1,0,28426,1,6,1,0,1,0,0,3.260,2.761,2.644,1,1,1,1,28,53,1
